,age,numclaims,veh_age,veh_value
3300,0,2,3,2.05
3301,3,0,1,1.61
3302,1,0,0,5.51
3303,1,0,3,0.55
3304,2,0,3,0.41
3305,0,0,0,1.99
3306,1,0,2,0.81
3307,1,0,3,0.39
3308,0,0,2,0.87
3309,1,0,1,3.47
3310,1,0,3,0.38
3311,0,0,1,2.97
3312,0,0,1,2.0
3313,0,0,1,1.68
3314,0,0,2,2.08
3315,3,0,3,0.69
3316,1,0,1,1.74
3317,3,0,3,0.4
3318,1,0,1,1.14
3319,3,0,3,0.77
3320,1,0,3,0.39
3321,1,0,2,3.65
3322,1,0,2,2.81
3323,2,0,3,0.55
3324,1,0,3,1.16
3325,1,0,3,0.37
3326,1,0,3,0.29
3327,0,0,2,0.93
3328,1,0,1,1.85
3329,1,0,1,2.62
3330,1,0,2,1.47
3331,0,0,2,2.75
3332,0,0,2,1.18
3333,0,0,1,3.09
3334,1,0,0,1.83
3335,1,0,3,0.61
3336,1,0,3,4.4
3337,1,0,2,1.83
3338,1,1,3,0.85
3339,0,0,3,0.44
3340,3,0,3,0.4
3341,1,0,3,0.6
3342,0,1,2,2.16
3343,1,0,1,1.04
3344,1,0,1,1.85
3345,1,0,1,2.14
3346,1,0,1,1.85
3347,1,0,0,2.25
3348,1,0,3,1.44
3349,0,0,0,7.46
3350,3,0,3,0.77
3351,3,0,3,1.69
3352,3,0,2,0.91
3353,3,0,2,1.32
3354,3,0,2,1.28
3355,1,0,2,0.83
3356,1,0,2,2.42
3357,3,0,2,1.23
3358,1,0,1,1.86
3359,3,0,1,1.82
3360,1,0,1,3.15
3361,1,0,2,1.21
3362,2,0,0,2.17
3363,0,0,2,1.1
3364,0,0,3,1.19
3365,1,0,3,1.02
3366,0,0,0,1.428
3367,1,0,1,1.59
3368,1,0,2,1.63
3369,1,0,3,1.93
3370,0,0,2,0.84
3371,1,1,1,1.55
3372,0,0,0,2.03
3373,1,0,3,0.76
3374,1,0,1,4.0
3375,1,0,2,1.5
3376,2,0,2,2.55
3377,3,0,2,1.51
3378,1,0,2,1.13
3379,0,0,1,1.0
3380,1,0,2,0.97
3381,1,0,0,1.93
3382,1,0,1,2.74
3383,0,0,3,1.02
3384,0,0,3,0.58
3385,1,0,1,1.74
3386,1,0,2,2.94
3387,0,0,1,1.76
3388,2,0,3,3.2
3389,1,0,3,0.71
3390,2,0,0,1.35
3391,1,0,3,3.42
3392,1,0,2,2.89
3393,1,0,2,1.24
3394,1,0,2,1.77
3395,1,0,1,2.05
3396,3,0,2,1.31
3397,3,0,3,0.39
3398,3,0,2,1.14
3399,3,0,1,1.64
3400,3,0,1,1.66
3401,3,0,3,0.46
3402,1,1,2,1.56
3403,1,0,3,0.86
3404,1,0,3,2.36
3405,0,0,3,1.31
3406,2,0,3,0.28
3407,1,0,2,1.3
3408,2,0,1,3.46
3409,1,0,3,2.11
3410,1,0,0,3.02
3411,2,0,3,1.13
3412,3,0,3,0.81
3413,3,0,2,1.04
3414,2,0,2,1.57
3415,1,0,0,2.38
3416,2,0,1,1.36
3417,1,0,2,0.9
3418,2,0,1,4.37
3419,1,0,0,2.75
3420,3,0,3,0.41
3421,1,0,2,1.55
3422,2,0,3,1.29
3423,3,0,1,2.67
3424,3,0,2,1.13
3425,2,0,0,2.68
3426,1,0,2,1.22
3427,2,0,0,2.57
3428,3,0,0,2.38
3429,1,0,1,4.34
3430,3,0,1,1.76
3431,1,0,1,3.7
3432,1,0,2,1.5
3433,1,0,3,0.2
3434,1,0,1,1.64
3435,1,1,2,1.45
3436,2,0,0,2.38
3437,1,0,2,0.91
3438,2,0,2,0.88
3439,1,0,2,0.96
3440,1,0,1,3.73
3441,3,0,2,1.24
3442,2,0,2,2.33
3443,1,0,2,1.77
3444,1,1,2,1.95
3445,2,0,3,0.71
3446,0,0,2,0.79
3447,0,0,1,1.85
3448,2,0,2,1.67
3449,1,0,2,2.9
3450,1,0,3,0.46
3451,3,0,3,0.37
3452,1,0,2,1.54
3453,0,1,2,0.88
3454,1,0,3,0.95
3455,1,0,1,1.74
3456,3,0,3,0.26
3457,2,0,1,1.81
3458,2,0,3,1.22
3459,3,0,2,1.13
3460,2,0,1,4.18
3461,1,0,1,1.29
3462,2,0,3,1.6
3463,1,0,2,4.0
3464,1,0,1,1.37
3465,1,0,2,1.17
3466,3,0,0,2.15
3467,0,0,3,1.16
3468,1,0,3,0.68
3469,1,0,1,3.35
3470,2,0,2,1.46
3471,1,0,0,3.8
3472,3,0,1,1.47
3473,1,0,3,0.77
3474,1,0,3,0.85
3475,1,0,1,2.08
3476,0,0,1,2.0
3477,2,0,2,1.28
3478,2,0,2,1.65
3479,1,0,1,1.98
3480,0,1,3,1.77
3481,1,0,1,1.77
3482,1,0,1,5.18
3483,1,0,1,1.82
3484,0,0,1,1.3
3485,1,0,3,0.96
3486,0,0,3,0.69
3487,3,0,3,0.37
3488,3,0,0,2.38
3489,1,0,3,0.53
3490,0,0,3,0.45
3491,1,0,3,0.71
3492,0,0,3,1.93
3493,1,0,3,0.39
3494,2,0,2,2.43
3495,2,0,3,0.65
3496,0,0,3,0.75
3497,2,0,2,1.35
3498,3,0,2,1.56
3499,0,0,1,2.79
3500,0,0,1,1.34
3501,1,0,2,3.06
3502,0,0,2,0.82
3503,1,0,1,3.33
3504,1,0,1,1.64
3505,1,0,2,1.06
3506,2,0,1,1.99
3507,1,0,0,2.08
3508,0,0,3,0.4
3509,1,0,1,2.79
3510,0,0,3,1.99
3511,0,0,1,1.92
3512,1,0,2,1.48
3513,0,0,3,0.87
3514,3,0,1,3.83
3515,2,0,0,2.7
3516,2,0,3,1.91
3517,1,0,3,0.72
3518,0,1,0,2.93
3519,2,0,0,17.39
3520,1,0,0,2.23
3521,1,0,3,1.4
3522,0,0,3,1.18
3523,3,1,1,1.41
3524,1,0,0,1.71
3525,0,0,0,1.86
3526,2,0,3,0.45
3527,1,0,2,1.92
3528,1,0,1,1.56
3529,1,0,2,1.16
3530,1,0,2,2.57
3531,0,0,2,1.8
3532,1,0,2,1.85
3533,1,0,1,3.59
3534,0,0,0,1.29
3535,1,0,0,5.72
3536,1,0,2,3.4
3537,2,0,2,0.84
3538,1,0,3,0.48
3539,0,0,1,1.17
3540,1,0,3,0.55
3541,1,1,3,1.31
3542,0,0,1,2.83
3543,0,1,1,1.26
3544,0,1,2,1.39
3545,2,0,2,1.86
3546,3,0,3,0.95
3547,2,0,3,0.37
3548,1,0,2,1.18
3549,0,0,1,2.17
3550,1,0,2,1.26
3551,0,0,2,3.06
3552,1,0,3,0.54
3553,1,0,1,2.2
3554,1,0,1,2.11
3555,1,0,2,2.59
3556,3,0,0,1.89
3557,0,0,1,1.97
3558,0,0,3,1.22
3559,1,0,2,1.26
3560,1,0,3,0.95
3561,0,0,2,1.07
3562,0,0,2,1.77
3563,0,0,1,1.8
3564,1,0,2,1.82
3565,0,0,2,1.16
3566,1,0,1,3.31
3567,0,0,3,0.72
3568,1,0,2,2.06
3569,2,1,2,1.01
3570,0,0,2,1.46
3571,2,0,1,2.05
3572,0,0,2,1.07
3573,2,0,1,4.41
3574,0,0,1,1.61
3575,0,0,1,3.31
3576,1,0,0,2.67
3577,0,0,1,1.62
3578,0,0,0,2.51
3579,0,0,2,0.84
3580,2,0,1,1.56
3581,2,0,2,0.84
3582,2,0,3,0.53
3583,3,0,3,0.45
3584,1,0,3,0.35
3585,2,0,3,1.51
3586,3,0,3,0.39
3587,1,0,2,1.29
3588,2,0,1,1.04
3589,2,0,2,3.56
3590,1,0,0,1.349
3591,1,0,2,2.13
3592,3,0,2,1.4
3593,1,0,3,0.28
3594,1,0,2,1.14
3595,2,0,1,1.97
3596,1,0,2,1.45
3597,1,0,2,1.45
3598,1,0,0,4.709
3599,1,0,3,1.02
3600,1,0,0,2.82
3601,1,0,2,2.2
3602,0,0,2,1.06
3603,1,1,3,0.73
3604,2,0,0,2.198
3605,1,0,3,2.48
3606,1,0,1,1.58
3607,2,0,0,2.79
3608,0,0,2,0.88
3609,3,0,0,1.95
3610,0,0,1,1.74
3611,1,0,2,1.11
3612,0,1,2,1.39
3613,0,0,1,1.86
3614,0,0,3,1.94
3615,2,0,2,1.06
3616,0,0,0,7.199
3617,0,0,2,1.1
3618,2,0,3,0.45
3619,2,0,1,1.92
3620,1,0,3,1.05
3621,0,0,3,1.33
3622,2,1,3,0.73
3623,2,0,2,0.93
3624,1,0,2,1.87
3625,2,0,2,1.78
3626,0,0,3,0.8
3627,0,0,3,0.35
3628,1,0,3,0.77
3629,1,0,1,1.28
3630,1,0,3,1.68
3631,0,0,1,1.23
3632,1,0,0,3.51
3633,1,0,0,11.5
3634,0,2,0,2.66
3635,1,1,2,2.92
3636,1,0,3,2.15
3637,1,0,3,1.19
3638,2,0,0,2.29
3639,1,1,2,1.52
3640,1,0,3,0.58
3641,1,0,0,2.0
3642,0,0,3,0.47
3643,1,0,2,2.76
3644,1,0,1,2.14
3645,0,0,1,1.24
3646,1,0,2,0.89
3647,1,0,3,0.58
3648,1,0,2,4.38
3649,0,0,1,1.18
3650,3,0,1,3.99
3651,0,0,0,3.19
3652,1,0,1,1.85
3653,0,0,3,0.77
3654,1,1,2,2.77
3655,1,0,1,1.18
3656,1,0,3,0.34
3657,0,0,0,3.19
3658,0,0,0,3.54
3659,0,0,0,5.44
3660,0,0,0,1.88
3661,1,0,2,1.81
3662,1,0,1,1.34
3663,1,0,2,1.67
3664,0,0,2,1.02
3665,2,0,2,2.02
3666,1,0,3,0.69
3667,2,0,0,2.6
3668,0,0,3,0.58
3669,2,0,2,1.48
3670,1,0,1,4.27
3671,1,0,1,1.77
3672,1,0,0,1.47
3673,3,0,1,1.64
3674,3,0,0,2.02
3675,0,0,1,3.68
3676,0,0,2,1.49
3677,2,0,3,1.5
3678,2,0,2,2.45
3679,3,0,3,0.3
3680,3,0,0,2.65
3681,2,0,3,1.16
3682,2,0,3,0.75
3683,1,0,3,0.36
3684,1,0,3,1.75
3685,1,0,1,1.51
3686,1,0,2,1.19
3687,2,0,0,1.4
3688,1,0,2,2.26
3689,3,0,0,1.67
3690,2,0,2,0.74
3691,1,0,1,2.18
3692,3,0,0,2.198
3693,1,0,0,1.399
3694,1,0,2,0.83
3695,3,0,2,0.9
3696,2,1,3,0.62
3697,3,1,1,1.36
3698,0,0,3,0.44
3699,3,0,2,1.22
3700,0,0,2,1.18
3701,1,0,2,0.92
3702,3,0,2,1.35
3703,3,0,0,1.27
3704,0,0,1,3.77
3705,3,0,3,0.44
3706,2,0,1,1.72
3707,1,0,0,7.351
3708,2,0,0,1.96
3709,3,0,1,3.8
3710,1,0,2,1.02
3711,0,0,2,0.73
3712,1,0,3,0.45
3713,1,0,2,1.38
3714,1,0,2,1.1
3715,1,0,3,1.5
3716,1,0,1,3.87
3717,1,0,3,1.94
3718,2,0,3,0.31
3719,3,0,3,0.82
3720,0,0,0,2.75
3721,1,0,2,1.02
3722,0,0,3,1.17
3723,1,0,3,1.29
3724,1,1,1,1.36
3725,3,0,3,1.59
3726,2,0,2,1.48
3727,1,0,0,1.88
3728,1,0,3,0.67
3729,1,0,1,1.01
3730,0,0,1,2.13
3731,3,0,0,1.61
3732,0,0,2,1.32
3733,2,0,3,1.19
3734,3,0,2,1.02
3735,2,0,2,1.02
3736,1,0,3,0.7
3737,0,0,3,0.95
3738,1,0,2,1.17
3739,0,0,3,1.37
3740,1,0,0,17.39
3741,2,0,1,4.05
3742,1,0,3,1.74
3743,1,0,1,2.64
3744,1,0,3,0.94
3745,2,0,3,1.77
3746,0,0,2,2.53
3747,0,0,0,3.22
3748,1,0,2,1.31
3749,1,0,1,1.81
3750,1,0,1,2.03
3751,2,0,0,2.7
3752,0,1,3,0.52
3753,1,0,0,4.7
3754,0,0,0,2.9
3755,1,0,1,1.17
3756,0,1,1,3.16
3757,2,0,3,0.39
3758,1,0,3,0.66
3759,0,0,1,1.3
3760,0,0,0,7.199
3761,3,0,3,1.08
3762,2,0,2,1.15
3763,0,0,3,0.44
3764,1,1,3,4.44
3765,3,0,3,0.99
3766,1,0,2,1.62
3767,1,0,2,0.84
3768,3,0,3,0.95
3769,1,0,1,3.04
3770,1,0,1,1.25
3771,0,0,2,2.57
3772,1,0,2,1.58
3773,0,0,1,1.63
3774,0,0,3,0.59
3775,0,0,0,3.1
3776,3,0,1,1.28
3777,1,0,2,1.28
3778,0,0,2,1.42
3779,2,0,3,0.69
3780,1,0,1,3.73
3781,1,0,0,1.65
3782,3,0,1,1.76
3783,0,0,1,2.71
3784,1,0,3,0.36
3785,3,0,1,1.44
3786,0,0,2,1.67
3787,3,0,0,1.85
3788,2,0,2,1.14
3789,1,0,2,1.47
3790,0,0,0,2.01
3791,0,0,3,0.97
3792,2,0,3,0.45
3793,1,0,3,0.41
3794,3,0,1,1.47
3795,3,0,1,1.94
3796,1,0,3,0.59
3797,2,0,0,4.899
3798,0,0,1,2.34
3799,1,0,1,1.74
3800,1,0,1,1.88
3801,0,0,1,4.12
3802,3,0,2,2.74
3803,2,0,0,3.08
3804,2,0,3,1.93
3805,2,0,2,1.06
3806,2,0,3,1.18
3807,3,0,3,0.81
3808,2,0,1,1.97
3809,2,0,0,1.399
3810,1,0,3,1.86
3811,1,0,3,0.48
3812,2,0,2,0.72
3813,1,0,1,1.85
3814,1,0,2,0.93
3815,1,0,1,3.05
3816,1,0,2,2.49
3817,1,0,2,1.31
3818,3,0,2,1.07
3819,1,1,2,1.66
3820,3,0,0,1.349
3821,1,1,1,1.55
3822,0,0,1,1.78
3823,0,0,3,0.41
3824,0,0,2,2.31
3825,0,0,1,1.39
3826,1,0,3,0.77
3827,1,0,1,2.28
3828,1,0,3,1.5
3829,0,0,1,1.67
3830,0,0,3,1.37
3831,1,0,3,0.43
3832,3,0,0,4.71
3833,1,0,0,2.999
3834,1,0,0,5.64
3835,3,0,3,0.95
3836,0,0,1,1.19
3837,0,1,0,1.6
3838,2,0,0,1.7
3839,0,0,0,1.7
3840,0,0,3,0.75
3841,3,0,1,1.64
3842,2,0,2,0.82
3843,2,0,1,4.7
3844,3,0,3,0.39
3845,3,0,3,0.3
3846,1,0,2,1.36
3847,1,0,0,4.31
3848,0,0,3,0.43
3849,2,0,0,2.53
3850,3,0,2,1.36
3851,1,1,0,3.199
3852,1,0,0,2.86
3853,2,0,1,1.85
3854,3,0,3,0.36
3855,3,0,3,0.76
3856,2,0,0,2.32
3857,3,0,2,1.62
3858,0,0,2,1.31
3859,2,0,1,2.54
3860,1,0,1,1.59
3861,1,0,2,2.64
3862,0,0,0,1.76
3863,1,0,2,1.34
3864,0,0,2,1.38
3865,2,0,3,0.94
3866,3,0,1,1.84
3867,1,0,3,1.08
3868,2,1,2,2.32
3869,1,0,1,5.01
3870,0,0,1,2.33
3871,1,0,2,3.27
3872,1,0,0,1.54
3873,1,0,3,0.82
3874,3,0,1,1.94
3875,1,0,1,4.1
3876,0,0,2,1.11
3877,1,0,1,1.62
3878,2,0,2,1.38
3879,1,0,2,1.05
3880,1,0,3,0.46
3881,1,0,3,0.69
3882,1,0,3,2.37
3883,1,0,0,2.03
3884,3,0,1,1.45
3885,1,0,1,1.45
3886,2,0,2,0.79
3887,2,0,1,4.14
3888,3,0,0,1.86
3889,0,0,2,1.34
3890,1,0,1,4.17
3891,2,0,2,0.97
3892,0,0,3,1.26
3893,2,0,2,1.14
3894,3,0,2,1.26
3895,1,0,3,0.31
3896,1,0,3,0.52
3897,1,0,2,1.38
3898,1,0,3,0.39
3899,0,0,3,1.93
3900,1,0,3,0.45
3901,1,0,2,0.91
3902,1,0,3,2.39
3903,0,0,2,1.46
3904,3,0,3,0.71
3905,3,0,1,1.79
3906,0,0,0,5.236
3907,1,0,1,1.78
3908,1,1,1,2.09
3909,0,0,3,0.7
3910,1,0,2,2.77
3911,1,0,3,0.39
3912,1,0,1,3.97
3913,1,0,3,0.55
3914,1,0,0,1.58
3915,1,0,3,1.79
3916,1,0,1,1.74
3917,1,0,1,1.6
3918,1,2,0,1.93
3919,0,0,1,3.08
3920,0,0,3,1.99
3921,1,1,3,2.23
3922,1,0,1,1.55
3923,1,0,3,0.3
3924,1,0,0,1.549
3925,1,0,2,1.31
3926,1,0,2,0.91
3927,1,0,0,4.899
3928,1,0,3,1.39
3929,0,0,2,1.56
3930,1,0,2,1.12
3931,1,0,2,0.98
3932,0,0,0,1.5
3933,0,1,2,0.8
3934,3,0,3,1.95
3935,1,0,1,2.34
3936,0,1,1,1.99
3937,2,0,3,0.69
3938,0,0,0,1.37
3939,1,0,0,2.49
3940,0,0,2,1.04
3941,0,0,1,1.19
3942,1,0,3,0.43
3943,1,0,1,2.86
3944,0,0,3,1.17
3945,0,0,3,0.72
3946,0,0,3,1.19
3947,2,0,0,3.68
3948,0,0,0,2.92
3949,3,0,1,1.93
3950,0,1,3,1.74
3951,1,1,0,2.54
3952,3,0,3,0.27
3953,1,0,0,8.02
3954,1,0,2,2.8
3955,1,0,2,1.67
3956,3,0,3,0.82
3957,3,0,2,2.52
3958,0,0,3,0.89
3959,1,2,3,1.82
3960,0,0,1,1.41
3961,0,0,3,0.41
3962,0,0,3,0.44
3963,1,0,0,1.71
3964,1,0,1,1.33
3965,1,1,0,1.428
3966,1,0,3,0.71
3967,1,1,3,0.46
3968,2,0,2,1.44
3969,0,0,1,1.81
3970,3,1,2,1.8
3971,1,1,3,0.46
3972,1,0,0,1.549
3973,1,0,3,1.31
3974,3,0,1,1.96
3975,1,0,2,2.03
3976,0,0,1,1.78
3977,3,0,3,0.65
3978,1,0,3,0.38
3979,0,0,2,3.31
3980,0,1,1,3.45
3981,1,0,2,1.4
3982,1,0,1,1.36
3983,1,0,0,1.578
3984,1,0,0,1.73
3985,1,0,2,0.92
3986,1,0,0,1.96
3987,1,0,1,1.8
3988,0,0,2,1.06
3989,0,0,2,1.29
3990,0,0,2,0.71
3991,2,0,3,0.54
3992,1,0,1,1.81
3993,0,0,1,1.77
3994,1,0,2,0.87
3995,0,0,2,1.74
3996,1,0,1,1.88
3997,0,0,3,0.44
3998,1,0,2,1.49
3999,1,1,3,0.29
4000,1,0,3,0.79
4001,0,0,3,0.37
4002,1,0,3,0.31
4003,1,0,0,4.399
4004,2,0,3,0.37
4005,0,0,2,1.0
4006,1,0,3,1.95
4007,3,0,2,0.91
4008,0,0,3,1.06
4009,3,0,1,1.71
4010,1,0,1,3.77
4011,1,0,1,3.3
4012,3,0,2,1.29
4013,3,0,2,1.61
4014,2,0,3,0.39
4015,0,1,2,1.38
4016,1,0,1,1.69
4017,1,0,3,0.72
4018,1,0,0,1.36
4019,1,0,0,1.5
4020,0,0,3,2.4
4021,2,1,1,2.5
4022,0,0,2,0.73
4023,0,0,1,1.8
4024,2,0,0,4.21
4025,0,0,2,2.94
4026,1,0,3,0.91
4027,1,0,1,1.85
4028,0,0,3,0.5
4029,1,0,1,1.61
4030,0,0,3,1.93
4031,1,0,1,2.07
4032,1,0,3,0.5
4033,0,0,0,1.3
4034,0,0,0,1.399
4035,1,0,3,0.74
4036,1,0,1,1.01
4037,0,0,3,1.55
4038,1,0,2,0.68
4039,0,0,0,1.399
4040,0,0,1,3.28
4041,0,0,0,1.27
4042,0,1,0,2.0
4043,1,0,2,1.35
4044,1,0,3,0.48
4045,1,1,3,0.45
4046,1,1,3,0.53
4047,3,0,2,1.36
4048,2,0,3,1.79
4049,1,0,2,0.79
4050,0,1,3,0.82
4051,1,0,0,3.21
4052,3,0,1,2.15
4053,0,0,1,4.7
4054,1,0,2,1.15
4055,3,0,3,0.91
4056,2,0,1,1.81
4057,0,0,3,2.63
4058,0,0,1,1.19
4059,1,0,0,5.07
4060,1,0,2,0.97
4061,0,0,1,1.34
4062,1,1,2,2.75
4063,1,0,3,1.1
4064,0,1,1,1.62
4065,1,0,1,1.49
4066,1,1,0,1.45
4067,1,0,0,4.43
4068,0,0,3,0.93
4069,2,0,1,1.15
4070,3,0,3,0.31
4071,1,0,2,1.96
4072,0,0,2,1.25
4073,1,0,2,1.22
4074,1,0,0,2.384
4075,3,0,1,1.8
4076,1,0,2,0.67
4077,2,0,1,1.58
4078,0,1,3,1.79
4079,0,0,1,2.65
4080,1,0,2,2.63
4081,0,0,3,1.67
4082,1,0,0,2.71
4083,3,0,1,1.16
4084,1,0,1,2.18
4085,1,0,1,1.61
4086,3,0,0,1.37
4087,3,0,0,1.86
4088,3,0,1,2.0
4089,1,0,2,0.96
4090,3,0,3,1.25
4091,1,1,1,1.33
4092,0,0,2,1.94
4093,2,0,1,2.35
4094,1,0,3,1.51
4095,0,1,2,2.8
4096,1,0,3,0.73
4097,3,0,2,0.99
4098,3,0,1,4.23
4099,3,0,1,1.57
4100,2,0,3,0.7
4101,0,0,3,0.46
4102,3,0,2,1.13
4103,2,0,3,0.48
4104,1,0,3,0.55
4105,3,0,0,2.93
4106,1,0,2,0.79
4107,1,0,3,0.44
4108,2,0,1,2.02
4109,2,0,1,4.23
4110,3,0,2,1.67
4111,2,0,2,1.14
4112,1,0,1,1.26
4113,1,0,0,1.36
4114,1,0,3,0.82
4115,1,0,0,3.19
4116,3,0,3,0.74
4117,1,0,1,3.72
4118,1,0,3,0.7
4119,2,0,0,2.12
4120,1,0,3,0.68
4121,2,0,3,1.02
4122,0,0,2,3.08
4123,2,0,2,1.6
4124,0,0,3,0.7
4125,1,0,1,4.14
4126,1,0,2,1.28
4127,0,0,2,0.85
4128,0,0,0,4.43
4129,1,0,3,1.73
4130,1,0,2,2.64
4131,0,0,2,1.15
4132,2,0,0,4.54
4133,2,1,3,1.23
4134,1,0,0,1.71
4135,0,0,0,1.5
4136,1,0,1,2.57
4137,0,0,2,0.98
4138,3,0,2,1.16
4139,0,0,1,3.58
4140,2,1,3,0.37
4141,1,0,3,1.07
4142,1,0,2,1.67
4143,1,0,3,0.46
4144,1,0,1,1.26
4145,0,0,2,1.2
4146,2,0,3,0.34
4147,1,0,2,2.89
4148,3,0,2,2.81
4149,1,0,1,2.14
4150,2,0,2,1.96
4151,1,0,1,2.62
4152,0,0,3,1.46
4153,3,0,1,1.4
4154,1,0,1,1.92
4155,1,0,0,2.62
4156,0,0,2,1.44
4157,1,1,1,1.21
4158,2,0,0,2.58
4159,0,0,1,1.14
4160,2,0,2,2.01
4161,0,0,0,1.44
4162,1,0,3,0.44
4163,0,0,0,6.23
4164,1,1,2,3.11
4165,1,0,1,2.13
4166,1,0,3,0.69
4167,2,0,1,2.05
4168,0,1,2,2.39
4169,2,0,3,1.22
4170,0,0,3,0.44
4171,1,0,2,2.49
4172,3,0,1,1.7
4173,1,0,1,2.59
4174,2,0,1,1.66
4175,2,0,0,5.899
4176,1,0,1,1.12
4177,1,0,3,1.8
4178,0,0,0,1.36
4179,0,0,1,3.28
4180,0,0,3,0.53
4181,1,0,2,1.72
4182,1,0,3,0.92
4183,0,0,1,0.97
4184,0,0,2,1.43
4185,1,0,0,3.55
4186,1,0,3,0.82
4187,1,0,2,1.38
4188,3,0,1,1.55
4189,2,0,0,2.65
4190,3,0,2,1.03
4191,1,0,3,0.42
4192,2,0,0,7.21
4193,2,0,3,1.94
4194,2,0,0,1.83
4195,3,0,2,1.25
4196,2,0,3,1.9
4197,3,0,3,0.39
4198,3,0,0,1.61
4199,3,0,2,0.94
4200,2,0,1,3.83
4201,1,0,1,1.23
4202,2,0,1,1.54
4203,1,0,3,0.64
4204,1,0,2,2.52
4205,1,0,3,0.8
4206,1,0,1,1.88
4207,0,0,2,0.79
4208,2,0,1,1.62
4209,3,0,2,1.27
4210,2,0,3,0.37
4211,2,0,2,1.12
4212,1,0,3,0.46
4213,1,1,3,0.47
4214,2,0,2,1.58
4215,3,0,0,1.95
4216,0,0,1,1.8
4217,1,0,1,1.25
4218,2,0,3,0.37
4219,1,0,2,0.89
4220,0,0,1,1.12
4221,0,0,0,1.578
4222,2,0,0,2.64
4223,1,0,2,1.41
4224,0,0,3,0.5
4225,2,0,2,1.53
4226,0,0,1,2.78
4227,1,0,0,3.749
4228,1,0,3,0.31
4229,0,0,3,0.4
4230,2,0,3,0.39
4231,1,0,2,0.78
4232,1,0,0,2.88
4233,2,0,3,0.68
4234,1,0,0,4.44
4235,2,0,2,1.03
4236,1,0,3,0.53
4237,3,0,1,2.13
4238,1,0,0,7.42
4239,1,0,2,0.76
4240,1,0,0,1.5
4241,1,0,2,3.11
4242,1,0,1,1.76
4243,1,0,3,0.7
4244,3,0,3,1.31
4245,3,0,3,0.6
4246,0,0,0,5.236
4247,3,0,1,2.03
4248,2,0,0,4.08
4249,0,0,3,1.61
4250,1,0,2,1.19
4251,0,0,2,2.92
4252,1,1,2,1.26
4253,1,0,1,1.39
4254,1,0,3,2.05
4255,1,1,2,1.26
4256,3,0,2,0.97
4257,1,0,0,6.44
4258,2,0,0,4.73
4259,1,0,3,0.41
4260,1,0,0,1.46
4261,0,1,2,1.45
4262,1,0,2,4.0
4263,0,0,1,2.17
4264,1,0,1,9.95
4265,0,0,2,1.12
4266,1,0,0,2.77
4267,1,0,2,2.33
4268,1,0,0,2.78
4269,1,0,3,0.69
4270,3,0,0,13.37
4271,0,1,2,0.95
4272,0,0,1,1.32
4273,0,0,3,0.84
4274,1,0,0,5.236
4275,1,0,2,3.19
4276,2,0,0,4.78
4277,2,0,0,1.3
4278,0,0,2,1.01
4279,0,0,0,5.236
4280,1,0,1,2.02
4281,1,0,2,1.03
4282,0,0,3,1.36
4283,1,0,0,3.65
4284,2,0,0,3.08
4285,3,0,1,1.61
4286,1,0,3,0.57
4287,3,0,3,0.93
4288,2,0,1,1.41
4289,1,0,1,6.8
4290,1,0,1,1.42
4291,1,0,0,1.349
4292,2,0,2,1.61
4293,3,0,2,1.13
4294,1,0,3,0.73
4295,3,0,0,1.86
4296,0,0,1,2.03
4297,0,0,3,1.08
4298,3,0,1,1.3
4299,3,0,2,1.45
4300,1,0,1,1.84
4301,1,0,1,1.26
4302,1,0,3,1.52
4303,2,0,3,1.17
4304,2,0,1,4.18
4305,1,0,0,1.35
4306,1,0,3,0.35
4307,1,0,2,3.29
4308,2,0,3,0.75
4309,1,0,2,2.28
4310,1,0,2,1.49
4311,1,0,3,0.38
4312,0,0,1,3.34
4313,1,0,2,1.13
4314,0,0,0,5.43
4315,3,0,1,2.01
4316,0,1,1,4.8
4317,2,0,3,0.88
4318,0,0,2,1.62
4319,0,0,1,1.41
4320,1,0,0,1.6
4321,1,1,2,0.86
4322,1,0,0,3.83
4323,0,0,1,2.93
4324,1,0,3,0.48
4325,1,0,1,1.89
4326,1,1,1,1.17
4327,0,0,2,2.09
4328,2,0,0,1.88
4329,1,0,3,0.44
4330,0,0,1,3.68
4331,2,0,2,2.95
4332,1,0,3,0.37
4333,1,0,1,1.11
4334,2,0,3,1.17
4335,1,0,2,3.34
4336,3,0,3,0.41
4337,1,0,3,0.46
4338,3,0,3,0.8
4339,1,0,1,1.23
4340,3,0,3,0.46
4341,1,0,0,1.49
4342,1,0,0,2.76
4343,2,0,2,1.31
4344,3,0,2,1.14
4345,1,0,2,2.96
4346,0,0,3,0.58
4347,1,0,0,1.36
4348,0,0,2,0.79
4349,1,0,1,1.86
4350,1,0,0,1.58
4351,1,0,3,0.46
4352,1,0,1,1.01
4353,1,0,1,1.27
4354,1,0,1,1.58
4355,1,0,3,0.73
4356,0,1,1,4.39
4357,0,0,2,2.52
4358,1,0,0,1.46
4359,3,0,2,1.13
4360,2,0,0,1.99
4361,2,0,2,0.97
4362,2,0,2,1.13
4363,1,0,2,2.61
4364,1,0,3,0.35
4365,1,0,1,1.26
4366,1,0,3,0.85
4367,1,0,0,2.77
4368,1,0,1,4.18
4369,1,0,1,2.17
4370,2,0,2,2.45
4371,0,1,3,0.41
4372,1,0,3,0.76
4373,1,0,2,2.54
4374,2,0,3,0.85
